OrderNum,OrderType,CustomerType,CustName,CustState,ProdCategory,ProdNumber,ProdName,Quantity,Price,Discount,OrderTotal
1104645,Retail,Individual,Jack O'Connell,District of Columbia,eBooks,EB513,Photograph Drones,1,$14.99 ,0,$14.99 
1104646,Wholesale,Business,Borer LLC,Missouri,eBooks,EB514,Polar Robots,93,$23.99 ,$4.80 ,"$2,226.27 "
1104647,Wholesale,Business,Stokes Electronics,New Hampshire,Robots,RS706,RWW-75 Robot,8,$883.00 ,$176.60 ,"$6,887.40 "
1104648,Wholesale,Business,Metz Group,Delaware,Training Videos,TV810,Understanding Automation,7,$44.95 ,$8.99 ,$305.66 
1104649,Retail,Individual,Benny Harford,Utah,Training Videos,TV806,Mapping with Drones,1,$49.00 ,0,$49.00 
1104650,Wholesale,Business,CDIA Inc..,Colorado,Robots,RS707,RXW-9807 Robot,13,$599.00 ,$119.80 ,"$7,667.20 "
1104651,Wholesale,Business,Wintheiser Inc.,Oregon,eBooks,EB521,Understanding Artificial Intelligence,4,$19.50 ,$3.90 ,$74.10 
1104652,Retail,Individual,Angela Lergan,New York,Robots,RS702,MICR-23K Robot,1,$899.00 ,0,$899.00 
1104653,Retail,Individual,Walter Whipple,Colorado,eBooks,EB514,Polar Robots,1,$23.99 ,0,$23.99 
1104654,Wholesale,Business,Jacobson Group,Georgia,Training Videos,TV808,Robotic Essentials,9,$34.99 ,$7.00 ,$307.91 
1104655,Retail,Individual,Horst Crafter,Colorado,eBooks,EB502,Building Your First Robot,1,$24.95 ,0,$24.95 
1104656,Retail,Individual,Esmaria Wimpeney,Alaska,Robot Kits,RK603,BYOR-1500,1,$189.00 ,0,$189.00 
1104657,Wholesale,Business,Murazik Inc.,Arizona,eBooks,EB502,Building Your First Robot,7,$24.95 ,$4.99 ,$169.66 
1104658,Retail,Individual,Liuka Riddles,Colorado,Blueprints,BP108,Panda Robot Blueprint,1,$7.99 ,0,$7.99 
1104659,Retail,Individual,Brynna Satterly,Pennsylvania,Blueprints,BP107,Ladybug Robot Blueprint,1,$12.00 ,0,$12.00 
1104660,Retail,Business,Hodkiewicz Inc.,Georgia,Robot Kits,RK606,BYOR-3535,4,$225.00 ,0,$900.00 
1104661,Wholesale,Business,Jakubowski Inc.,Pennsylvania,Drone Kits,DK208,BYOD-500,5,$167.00 ,$33.40 ,$801.60 
1104662,Wholesale,Business,Bauch Group,Pennsylvania,Drone Kits,DK209,BYOD-550,10,$179.00 ,$35.80 ,"$1,754.20 "
1104663,Wholesale,Business,Treutel Group,New York,Blueprints,BP104,Cat Robot Blueprint,11,$4.99 ,$1.00 ,$53.89 
1104664,Wholesale,Business,Toy LLC,California,Robot Kits,RK606,BYOR-3535,5,$225.00 ,$45.00 ,"$1,080.00 "
1104665,Wholesale,Business,Swaniawski Group,Virginia,Training Videos,TV803,Cloud Computing,10,$29.99 ,$6.00 ,$293.90 
1104666,Retail,Individual,Rob Padberg,Colorado,Training Videos,TV809,Understanding 3D Printing,1,$42.99 ,0,$42.99 
1104667,Wholesale,Business,Upton LLC,California,Robots,RS705,RQTE-554 Robot,94,$684.00 ,$136.80 ,"$64,159.20 "
1104668,Retail,Business,Block Security,Virginia,Robot Kits,RK603,BYOR-1500,12,$189.00 ,0,"$2,268.00 "
1104669,Wholesale,Business,Daugherty Group,New Mexico,eBooks,EB514,Polar Robots,7,$23.99 ,$4.80 ,$163.13 
1104670,Retail,Individual,Ronny Genn,Indiana,Robots,RS704,RLK-9920 Robot,1,$699.00 ,0,$699.00 
1104671,Retail,Individual,Felicle Teal,Florida,eBooks,EB507,Drone Building Essentials,1,$13.99 ,0,$13.99 
1104672,Retail,Individual,George Smitham,Texas,Training Videos,TV806,Mapping with Drones,1,$49.00 ,0,$49.00 
1104673,Wholesale,Business,Crooks Group,Wisconsin,eBooks,EB502,Building Your First Robot,13,$24.95 ,$4.99 ,$319.36 
1104674,Wholesale,Business,Windler Tech Supplies,Wyoming,Robots,RS702,MICR-23K Robot,6,$899.00 ,$179.80 ,"$5,214.20 "
1104675,Wholesale,Business,Erdman LLC,North Carolina,Blueprints,BP102,Bsquare Robot Blueprint,10,$8.99 ,$1.80 ,$88.10 
1104676,Wholesale,Business,Daugherty Group,New Mexico,Training Videos,TV802,AI for Educators,4,$49.95 ,$9.99 ,$189.81 
1104677,Wholesale,Business,Beier Inc.,Michigan,Training Videos,TV809,Understanding 3D Printing,78,$42.99 ,$8.60 ,"$3,344.62 "
1104678,Retail,Individual,Gearalt Cowles,California,Robot Kits,RK605,BYOR-3000,1,$214.00 ,0,$214.00 
1104679,Retail,Individual,Joanne Waters,Michigan,Robots,RS702,MICR-23K Robot,1,$899.00 ,0,$899.00 
1104680,Wholesale,Business,McCullough LLC,North Carolina,Training Videos,TV806,Mapping with Drones,8,$49.00 ,$9.80 ,$382.20 
1104681,Wholesale,Business,Boehm Inc.,Idaho,Blueprints,BP104,Cat Robot Blueprint,23,$4.99 ,$1.00 ,$113.77 
1104682,Wholesale,Business,Satterfield LLC,California,Training Videos,TV811,Understanding Drone Regulations,5,$27.50 ,$5.50 ,$132.00 
1104683,Wholesale,Business,Smith Technologies,New York,eBooks,EB502,Building Your First Robot,10,$24.95 ,$4.99 ,$244.51 
1104684,Wholesale,Business,Lehner Inc.,Tennessee,Training Videos,TV805,Industrial 3D Printing ,9,$49.00 ,$9.80 ,$431.20 
1104685,Wholesale,Business,Brown Group,Georgia,eBooks,EB507,Drone Building Essentials,4,$13.99 ,$2.80 ,$53.16 
1104686,Retail,Individual,Rafa Kernley,South Carolina,Training Videos,TV809,Understanding 3D Printing,1,$42.99 ,0,$42.99 
1104687,Wholesale,Business,Abbott Group,Florida,eBooks,EB504,Cartesian Robots,3,$12.99 ,$2.60 ,$36.37 
1104688,Retail,Individual,Jacintha Beevis,South Carolina,Blueprints,BP105,Creature Robot Arms Blueprint ,1,$12.00 ,0,$12.00 
1104689,Wholesale,Business,Raynor LLC,Missouri,Robots,RS704,RLK-9920 Robot,9,$699.00 ,$139.80 ,"$6,151.20 "
1104690,Wholesale,Business,Cummings LLC,New York,Robots,RS706,RWW-75 Robot,5,$883.00 ,$176.60 ,"$4,238.40 "
1104691,Retail,Individual,Lisa Johnson-Mann,Florida,Training Videos,TV803,Cloud Computing,1,$29.99 ,0,$29.99 
1104692,Wholesale,Business,Hammes Inc.,Michigan,Robot Kits,RK603,BYOR-1500,77,$189.00 ,$37.80 ,"$14,515.20 "
1104693,Retail,Individual,Margy Meier,Texas,Blueprints,BP109,QuadroCopter Blueprint ,1,$10.99 ,0,$10.99 
1104694,Wholesale,Business,Clever Industries,Utah,Robot Kits,RK606,BYOR-3535,7,$225.00 ,$45.00 ,"$1,530.00 "
1104695,Retail,Individual,Isis Domnin,District of Columbia,eBooks,EB509,GPS Drones,1,$19.99 ,0,$19.99 
1104696,Retail,Individual,Vevay Vaughan-Hughes,Washington,eBooks,EB509,GPS Drones,1,$19.99 ,0,$19.99 
1104697,Retail,Individual,Tamma Trotman,Alaska,Blueprints,BP106,Hexacopter Drone Blueprint,1,$8.99 ,0,$8.99 
1104698,Retail,Individual,Conroy Marzele,Colorado,eBooks,EB514,Polar Robots,1,$23.99 ,0,$23.99 
1104699,Wholesale,Business,Crooks Group,Wisconsin,eBooks,EB517,SCARA Robots,8,$19.50 ,$3.90 ,$152.10 
1104700,Retail,Individual,Monika Beamiss,Texas,Drones,DS305,DTI-84 Drone,1,$455.00 ,0,$455.00 
1104701,Retail,Individual,Rose Koche,California,Training Videos,TV808,Robotic Essentials,1,$34.99 ,0,$34.99 
1104702,Wholesale,Business,Cole Inc.,Minnesota,Blueprints,BP107,Ladybug Robot Blueprint,11,$12.00 ,$2.40 ,$129.60 
1104703,Retail,Individual,Toddy Caffrey,Alabama,Robot Kits,RK602,BYOR-1000,1,$189.00 ,0,$189.00 
1104704,Retail,Individual,Zonda Suche,Massachusetts,eBooks,EB513,Photograph Drones,1,$14.99 ,0,$14.99 
1104705,Wholesale,Business,Auer Inc.,Maryland,Blueprints,BP107,Ladybug Robot Blueprint,9,$12.00 ,$2.40 ,$105.60 
1104706,Retail,Individual,Sean Baumbach ,Colorado,eBooks,EB513,Photograph Drones,1,$14.99 ,0,$14.99 
1104707,Wholesale,Business,Bosco Group,South Carolina,eBooks,EB501,Articulated Robots,20,$23.99 ,$4.80 ,$475.00 
1104708,Wholesale,Business,Schuppe Inc.,Alabama,Robot Kits,RK603,BYOR-1500,102,$189.00 ,$37.80 ,"$19,240.20 "
1104709,Wholesale,Business,Spencer Educators,Arizona,eBooks,EB508,Fixed Wing Drones,5,$15.50 ,$3.10 ,$74.40 
1104710,Wholesale,Business,Hamill Inc.,Florida,Blueprints,BP102,Bsquare Robot Blueprint,7,$8.99 ,$1.80 ,$61.13 
1104711,Retail,Individual,Juditha Thompkins,California,eBooks,EB512,Multi Rotor Drones,1,$24.95 ,0,$24.95 
1104712,Wholesale,Business,Ratke and Sons,North Carolina,Blueprints,BP110,Upside Down Robot Blueprint,10,$12.00 ,$2.40 ,$117.60 
1104713,Wholesale,Business,Jenkins LLC,North Carolina,Training Videos,TV807,Open Source Code,8,$32.95 ,$6.59 ,$257.01 
1104714,Wholesale,Business,LMD Resources,New Hampshire,eBooks,EB507,Drone Building Essentials,6,$13.99 ,$2.80 ,$81.14 
1104715,Wholesale,Business,Aufderhar Tech,Kansas,Training Videos,TV808,Robotic Essentials,11,$34.99 ,$7.00 ,$377.89 
1104716,Retail,Individual,Oliver Gallaher,Alabama,Blueprints,BP102,Bsquare Robot Blueprint,1,$8.99 ,0,$8.99 
1104717,Wholesale,Business,Satterfield LLC,California,Training Videos,TV802,AI for Educators,51,$49.95 ,$9.99 ,"$2,537.46 "
1104718,Wholesale,Business,Waters Co.,Indiana,Drone Kits,DK209,BYOD-550,37,$179.00 ,$35.80 ,"$6,587.20 "
1104719,Retail,Individual,Lanita Anetts,California,Training Videos,TV805,Industrial 3D Printing ,1,$49.00 ,0,$49.00 
1104720,Wholesale,Business,Erdman LLC,North Carolina,Drone Kits,DK201,BYOD-100,9,$54.00 ,$10.80 ,$475.20 
1104721,Wholesale,Business,Sauer AI Tech,Nevada,Drones,DS306,DX-145 Drone,10,$250.00 ,$50.00 ,"$2,450.00 "
1104722,Wholesale,Business,Feil LLC,Maryland,Blueprints,BP104,Cat Robot Blueprint,10,$4.99 ,$1.00 ,$48.90 
1104723,Retail,Individual,Delmer Irnys,Texas,Blueprints,BP106,Hexacopter Drone Blueprint,1,$8.99 ,0,$8.99 
1104724,Retail,Individual,Albie Frere,Colorado,Training Videos,TV808,Robotic Essentials,1,$34.99 ,0,$34.99 
1104725,Retail,Individual,Morgan Kobke,Florida,eBooks,EB502,Building Your First Robot,1,$24.95 ,0,$24.95 
1104726,Retail,Individual,Ruby Robel,Nevada,Training Videos,TV803,Cloud Computing,1,$29.99 ,0,$29.99 
1104727,Retail,Individual,Alva Weblin,North Carolina,Training Videos,TV805,Industrial 3D Printing ,1,$49.00 ,0,$49.00 
1104728,Retail,Individual,Winn Tames,Massachusetts,Robot Kits,RK603,BYOR-1500,2,$189.00 ,0,$378.00 
1104729,Wholesale,Business,Daugherty Group,New Mexico,eBooks,EB507,Drone Building Essentials,104,$13.99 ,$2.80 ,"$1,452.16 "
1104730,Retail,Individual,Deanna Hand-Pacocha,Illinois,Blueprints,BP107,Ladybug Robot Blueprint,1,$12.00 ,0,$12.00 
1104731,Wholesale,Business,Ortiz Inc.,Texas,Training Videos,TV806,Mapping with Drones,5,$49.00 ,$9.80 ,$235.20 
1104732,Wholesale,Business,Gusikowski Group,North Carolina,Blueprints,BP106,Hexacopter Drone Blueprint,9,$8.99 ,$1.80 ,$79.11 
1104733,Wholesale,Business,Pouros Inc.,Michigan,Robots,RS703,RCB-889 Robot,11,$549.00 ,$109.80 ,"$5,929.20 "
1104734,Retail,Individual,Henri Mattusevich,Florida,Training Videos,TV813,Virtual Reality Basics,1,$29.99 ,0,$29.99 
1104735,Wholesale,Business,Effertz LLC,Washington,Blueprints,BP104,Cat Robot Blueprint,12,$4.99 ,$1.00 ,$58.88 
1104736,Wholesale,Business,Boyer LLC,Texas,Training Videos,TV804,Drone Video Techniques,9,$37.99 ,$7.60 ,$334.31 
1104737,Wholesale,Business,McKenzie Inc..,Montana,Drone Kits,DK201,BYOD-100,77,$54.00 ,$10.80 ,"$4,147.20 "
1104738,Wholesale,Business,Dickens LLC,Connecticut,eBooks,EB507,Drone Building Essentials,5,$13.99 ,$2.80 ,$67.15 
1104739,Retail,Individual,Christiane Jouhandeau,Washington,Drones,DS307,MICR-564K Drone,1,$499.00 ,0,$499.00 
1104740,Wholesale,Business,Lakin LLC,Pennsylvania,Drone Kits,DK202,BYOD-200,11,$58.95 ,$11.79 ,$636.66 
1104741,Wholesale,Business,McCullough LLC,North Carolina,Blueprints,BP104,Cat Robot Blueprint,108,$4.99 ,$1.00 ,$537.92 
1104742,Retail,Individual,Gabe Kling,Texas,Training Videos,TV807,Open Source Code,1,$32.95 ,0,$32.95 
1104743,Wholesale,Business,Bernier Security,Minnesota,Blueprints,BP102,Bsquare Robot Blueprint,4,$8.99 ,$1.80 ,$34.16 
1104744,Retail,Individual,Danya Quirke,New York,eBooks,EB502,Building Your First Robot,1,$24.95 ,0,$24.95 
1104745,Retail,Individual,Beilul Whyke,California,Blueprints,BP110,Upside Down Robot Blueprint,1,$12.00 ,0,$12.00 
1104746,Wholesale,Business,Raynor LLC,Missouri,Blueprints,BP106,Hexacopter Drone Blueprint,10,$8.99 ,$1.80 ,$88.10 
1104747,Wholesale,Business,Bergnaum Group,Ohio,Blueprints,BP101,All Eyes Drone Blueprint,51,$9.99 ,$2.00 ,$507.49 
1104748,Retail,Individual,Farris Burgot,New Jersey,Blueprints,BP110,Sleepy Eye Blueprint,1,$11.99 ,0,$11.99 
1104749,Wholesale,Business,Runolfsdottir Group,District of Columbia,Training Videos,TV810,Understanding Automation,10,$44.95 ,$8.99 ,$440.51 
1104750,Wholesale,Business,Runolfsdottir Group,District of Columbia,Robot Kits,RK603,BYOR-1500,9,$189.00 ,$37.80 ,"$1,663.20 "
1104751,Wholesale,Business,Murphy LLC,Missouri,Blueprints,BP107,Ladybug Robot Blueprint,6,$12.00 ,$2.40 ,$69.60 
1104752,Retail,Business,Buckridge Inc.,Texas,Training Videos,TV807,Open Source Code,29,$32.95 ,0,$955.55 
1104753,Retail,Individual,Alyssa Moen,Arizona,Drone Kits,DK206,BYOD-400,2,$119.00 ,0,$238.00 
1104754,Retail,Individual,Alethea Karczinski,North Carolina,Training Videos,TV804,Drone Video Techniques,1,$37.99 ,0,$37.99 
1104755,Wholesale,Business,Schuppe Inc.,Alabama,Training Videos,TV802,AI for Educators,4,$49.95 ,$9.99 ,$189.81 
1104756,Wholesale,Business,MacGyver Group,Ohio,Training Videos,TV804,Drone Video Techniques,10,$37.99 ,$7.60 ,$372.30 
1104757,Wholesale,Business,Reilly LLC,Washington,Drones,DS303,DTD-7000 Drone,12,$450.00 ,$90.00 ,"$5,310.00 "
1104758,Wholesale,Business,Abbott Group,Florida,eBooks,EB519,Spherical Robots,9,$16.75 ,$3.35 ,$147.40 
1104759,Wholesale,Business,Haag Group,District of Columbia,Drones,DS303,DTD-7000 Drone,8,$450.00 ,$90.00 ,"$3,510.00 "
1104760,Wholesale,Business,Moore LLC,Indiana,Drones,DS305,DTI-84 Drone,10,$455.00 ,$91.00 ,"$4,459.00 "
1104761,Wholesale,Business,Turcotte Corp,New York,Training Videos,TV811,Understanding Drone Regulations,6,$27.50 ,$5.50 ,$159.50 
1104762,Wholesale,Business,Spinka LLC,Nevada,Training Videos,TV813,Virtual Reality Basics,5,$29.99 ,$6.00 ,$143.95 
1104763,Retail,Individual,Caye Emmer,Tennessee,Blueprints,BP108,Panda Robot Blueprint,1,$7.99 ,0,$7.99 
1104764,Wholesale,Business,Runolfsdottir Group,District of Columbia,eBooks,EB521,Understanding Artificial Intelligence,11,$19.50 ,$3.90 ,$210.60 
1104765,Retail,Individual,Madelle McMychem,Utah,Robot Kits,RK605,BYOR-3000,1,$214.00 ,0,$214.00 
1104766,Retail,Individual,Josias Lardier,Nebraska,Drone Kits,DK202,BYOD-200,2,$58.95 ,0,$117.90 
1104767,Wholesale,Business,Turner and Sons,Mississippi,eBooks,EB521,Understanding Artificial Intelligence,8,$19.50 ,$3.90 ,$152.10 
1104768,Retail,Individual,Wylie Candy,Ohio,Drone Kits,DK209,BYOD-550,1,$179.00 ,0,$179.00 
1104769,Retail,Individual,Lezlie McCague,Texas,eBooks,EB507,Drone Building Essentials,1,$13.99 ,0,$13.99 
1104770,Wholesale,Business,Kirlin Inc.,Washington,eBooks,EB514,Polar Robots,4,$23.99 ,$4.80 ,$91.16 
1104771,Retail,Individual,Kitty Worgan,California,Robot Kits,RK603,BYOR-1500,1,$189.00 ,0,$189.00 
1104772,Wholesale,Business,Gottlieb-Jenkins,West Virginia,Blueprints,BP109,QuadroCopter Blueprint ,4,$10.99 ,$2.20 ,$41.76 
1104773,Retail,Individual,Hans Gorczany,Tennessee,Robot Kits,RK605,BYOR-3000,1,$214.00 ,0,$214.00 
1104774,Wholesale,Business,Carroll Inc.,New York,Drone Kits,DK202,BYOD-200,78,$58.95 ,$11.79 ,"$4,586.31 "
1104775,Retail,Individual,Nelly Demeza,Washington,eBooks,EB521,Understanding Artificial Intelligence,1,$19.50 ,0,$19.50 
1104776,Wholesale,Business,Brown Group,Georgia,eBooks,EB514,Polar Robots,4,$23.99 ,$4.80 ,$91.16 
1104777,Retail,Individual,Lynsey Sperrett,Pennsylvania,eBooks,EB502,Building Your First Robot,1,$24.95 ,0,$24.95 
1104778,Wholesale,Business,Ankunding Inc.,South Carolina,Drones,DS302,DC-304 Drone,2,$395.00 ,$79.00 ,$711.00 
1104779,Wholesale,Business,Barton Inc.,Louisiana,Robots,RS703,RCB-889 Robot,10,$549.00 ,$109.80 ,"$5,380.20 "
1104780,Wholesale,Business,Erdman LLC,North Carolina,Blueprints,BP108,Panda Robot Blueprint,8,$7.99 ,$1.60 ,$62.32 
1104781,Wholesale,Business,Gerhold Group,New York,Training Videos,TV805,Industrial 3D Printing ,10,$49.00 ,$9.80 ,$480.20 
1104782,Retail,Business,Hand LLC,Maryland,Blueprints,BP109,QuadroCopter Blueprint ,4,$10.99 ,0,$43.96 
1104783,Wholesale,Business,Sawayn Inc.,Pennsylvania,Training Videos,TV808,Robotic Essentials,8,$34.99 ,$7.00 ,$272.92 
1104784,Retail,Individual,Abra Lewis,Pennsylvania,Drone Kits,DK201,BYOD-100,1,$54.00 ,0,$54.00 
1104785,Retail,Individual,Evan Tolworth,Louisiana,Robot Kits,RK603,BYOR-1500,1,$189.00 ,0,$189.00 
1104786,Wholesale,Business,Kiehn LLC,District of Columbia,Drones,DS302,DC-304 Drone,102,$395.00 ,$79.00 ,"$40,211.00 "
1104787,Retail,Individual,Barth Shoebrook,Texas,Robot Kits,RK603,BYOR-1500,2,$189.00 ,0,$378.00 
1104788,Wholesale,Business,Harris Inc.,Oklahoma,Drone Kits,DK206,BYOD-400,4,$119.00 ,$23.80 ,$452.20 
1104789,Retail,Individual,Aharon Bevis,Illinois,Drones,DS305,DTI-84 Drone,1,$455.00 ,0,$455.00 
1104790,Wholesale,Business,Mountain Run LLC,Georgia,Drones,DS305,DTI-84 Drone,10,$455.00 ,$91.00 ,"$4,459.00 "
1104791,Wholesale,Business,Koepp Inc.,Pennsylvania,Blueprints,BP107,Ladybug Robot Blueprint,102,$12.00 ,$2.40 ,"$1,221.60 "
1104792,Retail,Individual,Rusev Bruen,Georgia,Drone Kits,DK203,BYOD-220,1,$69.00 ,0,$69.00 
1104793,Wholesale,Business,The TMC Company,Tennessee,Training Videos,TV812,Understanding Raspberry PI,11,$28.99 ,$5.80 ,$313.09 
1104794,Retail,Individual,Laurice Colquete,Ohio,Drones,DS301,DA-SA702 Drone,1,$399.00 ,0,$399.00 
1104795,Wholesale,Business,Murazik Inc.,Arizona,eBooks,EB518,Single Rotor Drones,8,$14.99 ,$3.00 ,$116.92 
1104796,Retail,Individual,Ketti Moggle,Texas,eBooks,EB514,Polar Robots,1,$23.99 ,0,$23.99 
1104797,Retail,Individual,Jamie Conroy,Arkansas,Training Videos,TV802,AI for Educators,1,$49.95 ,0,$49.95 
1104798,Retail,Individual,Paxon Coxall,Oklahoma,Training Videos,TV803,Cloud Computing,1,$29.99 ,0,$29.99 
1104799,Wholesale,Business,Emard LLC,California,Drones,DS307,MICR-564K Drone,1,$499.00 ,$99.80 ,$399.20 
1104800,Wholesale,Business,Marvin Inc.,Kansas,Blueprints,BP101,All Eyes Drone Blueprint,8,$9.99 ,$2.00 ,$77.92 
1104801,Retail,Individual,Clemmy Chstney,Indiana,eBooks,EB516,RTF Drones,1,$16.99 ,0,$16.99 
1104802,Wholesale,Business,Murazik Inc.,Arizona,Drone Kits,DK208,BYOD-500,10,$167.00 ,$33.40 ,"$1,636.60 "
1104803,Wholesale,Business,Feil LLC,Maryland,Robot Kits,RK603,BYOR-1500,9,$189.00 ,$37.80 ,"$1,663.20 "
1104804,Wholesale,Business,Abshire Inc.,Oklahoma,Drones,DS303,DTD-7000 Drone,43,$450.00 ,$90.00 ,"$19,260.00 "
1104805,Wholesale,Business,Kiehn LLC,District of Columbia,Drone Kits,DK202,BYOD-200,8,$58.95 ,$11.79 ,$459.81 
1104806,Wholesale,Business,Green-Shields,Minnesota,Training Videos,TV810,Understanding Automation,3,$44.95 ,$8.99 ,$125.86 
1104807,Wholesale,Business,Homenick Group,New York,eBooks,EB507,Drone Building Essentials,8,$13.99 ,$2.80 ,$109.12 
1104808,Wholesale,Business,Bechtelar LLC,Arizona,eBooks,EB503,Building Your Own Drone,6,$24.99 ,$5.00 ,$144.94 
1104809,Wholesale,Business,Wolff LLC,South Carolina,Blueprints,BP104,Cat Robot Blueprint,33,$4.99 ,$1.00 ,$163.67 
1104810,Retail,Individual,Kaine Harcarse,Florida,Robot Kits,RK606,BYOR-3535,1,$225.00 ,0,$225.00 
1104811,Wholesale,Business,Nolan Inc.,Massachusetts,Robots,RS703,RCB-889 Robot,5,$549.00 ,$109.80 ,"$2,635.20 "
1104812,Retail,Individual,Bobina Cossington,Georgia,Blueprints,BP110,Upside Down Robot Blueprint,1,$12.00 ,0,$12.00 
1104813,Wholesale,Business,Hayes LLC,Illinois,Blueprints,BP102,Bsquare Robot Blueprint,7,$8.99 ,$1.80 ,$61.13 
1104814,Wholesale,Business,Kohler LLC,Georgia,Blueprints,BP107,Ladybug Robot Blueprint,12,$12.00 ,$2.40 ,$141.60 
1104815,Retail,Individual,Richart Tunuy,California,eBooks,EB521,Understanding Artificial Intelligence,1,$19.50 ,0,$19.50 
1104816,Retail,Individual,Cindi Sarah,Alabama,Training Videos,TV810,Understanding Automation,1,$44.95 ,0,$44.95 
1104817,Wholesale,Business,Rowe Informations Systems Inc..,California,eBooks,EB509,GPS Drones,10,$19.99 ,$4.00 ,$195.90 
1104818,Wholesale,Business,Schiller LLC,Pennsylvania,Robot Kits,RK602,BYOR-1000,7,$189.00 ,$37.80 ,"$1,285.20 "
1104819,Wholesale,Business,Bergstrom LLC,Minnesota,eBooks,EB520,Understanding Arduino,7,$17.50 ,$3.50 ,$119.00 
1104820,Retail,Individual,Barney Jones,North Dakota,eBooks,EB503,Building Your Own Drone,1,$24.99 ,0,$24.99 
1104821,Retail,Individual,Lurlene Camarillo,District of Columbia,Robots,RS703,RCB-889 Robot,1,$549.00 ,0,$549.00 
1104822,Wholesale,Business,Zoo Technologies,Hawaii,Drone Kits,DK204,BYOD-300,13,$89.00 ,$17.80 ,"$1,139.20 "
1104823,Retail,Individual,Odo Verrill,Virginia,Drones,DS306,DX-145 Drone,1,$250.00 ,0,$250.00 
1104824,Retail,Individual,Dan Barrows,Alabama,Robot Kits,RK605,BYOR-3000,2,$214.00 ,0,$428.00 
1104825,Retail,Business,Renner LLC,Kansas,Drones,DS301,DA-SA702 Drone,54,$399.00 ,0,"$21,546.00 "
1104826,Wholesale,Business,Effertz LLC,Washington,Training Videos,TV810,Understanding Automation,78,$44.95 ,$8.99 ,"$3,497.11 "
1104827,Retail,Individual,Molly Klein,Kansas,Blueprints,BP107,Ladybug Robot Blueprint,1,$12.00 ,0,$12.00 
1104828,Retail,Individual,Stearne Found,Tennessee,Drones,DS303,DTD-7000 Drone,1,$450.00 ,0,$450.00 
1104829,Wholesale,Business,Parisian LLC,Florida,Drones,DS301,DA-SA702 Drone,4,$399.00 ,$79.80 ,"$1,516.20 "
1104830,Retail,Individual,Federica Bourgour,Florida,eBooks,EB509,GPS Drones,1,$19.99 ,0,$19.99 
1104831,Wholesale,Business,Kutch Inc.,Virginia,eBooks,EB514,Polar Robots,12,$23.99 ,$4.80 ,$283.08 
1104832,Retail,Individual,Astrix Curror,Louisiana,Robot Kits,RK605,BYOR-3000,1,$214.00 ,0,$214.00 
1104833,Wholesale,Business,Kirlin Inc.,Washington,Training Videos,TV813,Virtual Reality Basics,4,$29.99 ,$6.00 ,$113.96 
1104834,Wholesale,Business,Stehr Group,North Carolina,Robot Kits,RK606,BYOR-3535,30,$225.00 ,$45.00 ,"$6,705.00 "
1104835,Wholesale,Business,Boehm Inc.,Idaho,Robots,RS703,RCB-889 Robot,61,$549.00 ,$109.80 ,"$33,379.20 "
1104836,Retail,Individual,Lurie  Matusiak,New York,eBooks,EB513,Photograph Drones,1,$14.99 ,0,$14.99 
1104837,Wholesale,Business,Cartwright LLC,Iowa,Drone Kits,DK204,BYOD-300,13,$89.00 ,$17.80 ,"$1,139.20 "
1104838,Wholesale,Business,Pouros Inc.,Michigan,Blueprints,BP104,Cat Robot Blueprint,3,$4.99 ,$1.00 ,$13.97 
1104839,Wholesale,Business,Harber LLC,Florida,Training Videos,TV805,Industrial 3D Printing ,6,$49.00 ,$9.80 ,$284.20 
1104840,Retail,Individual,Helenelizabeth Godlee,District of Columbia,Drone Kits,DK204,BYOD-300,1,$89.00 ,0,$89.00 
1104841,Wholesale,Business,Kreiger LLC,New York,Training Videos,TV802,AI for Educators,9,$49.95 ,$9.99 ,$439.56 
1104842,Wholesale,Business,Breitenberg LLC,California,eBooks,EB506,Delta Robots,12,$16.99 ,$3.40 ,$200.48 
1104843,Wholesale,Business,Schiller LLC,Pennsylvania,eBooks,EB502,Building Your First Robot,5,$24.95 ,$4.99 ,$119.76 
1104844,Retail,Individual,Tamar Gantlett,Arizona,eBooks,EB505,Delivery Drones,1,$14.99 ,0,$14.99 
1104845,Wholesale,Business,Schinner Inc.,Florida,Drone Kits,DK208,BYOD-500,7,$167.00 ,$33.40 ,"$1,135.60 "
1104846,Retail,Individual,Salaidh Oventon,California,Training Videos,TV803,Cloud Computing,1,$29.99 ,0,$29.99 
1104847,Retail,Individual,Pauletta McReedy,Missouri,Drones,DS302,DC-304 Drone,1,$395.00 ,0,$395.00 
1104848,Retail,Individual,Adore Amaya,Louisiana,Drone Kits,DK206,BYOD-400,1,$119.00 ,0,$119.00 
1104849,Wholesale,Business,Conroy Information Systems,Virginia,Drone Kits,DK203,BYOD-220,8,$69.00 ,$13.80 ,$538.20 
1104850,Retail,Individual,Mitchell Stark,Arkansas,Robots,RS707,RXW-9807 Robot,1,$599.00 ,0,$599.00 
1104851,Retail,Individual,Toinette Norgate,New Mexico,eBooks,EB516,RTF Drones,1,$16.99 ,0,$16.99 
1104852,Wholesale,Business,Daniel-Champlin Tech,Louisiana,Blueprints,BP102,Bsquare Robot Blueprint,8,$8.99 ,$1.80 ,$70.12 
1104853,Wholesale,Business,Brekke Productions,Louisiana,Robot Kits,RK603,BYOR-1500,11,$189.00 ,$37.80 ,"$2,041.20 "
